rating_alternateName,claimReview_url,creativeWork_author_name	,claimReview_claim,claimReview_Title,claimReview_datePublished,claimReview_Verdict,claimReview_source	
Mixture,https://fullfact.org/economy/employment-november-2021/,Abbas Panjwani,There are now more people in work than there were before the pandemic began.,Numbers ‘in work’ not yet back to pre-pandemic levels,11/25/2021,"Not quite. There are more payrolled employees, but the total number of people in paid work, including the self-employed, is below the level seen just prior to the pandemic.",Fullfact
False,https://fullfact.org/online/baby-heart-outside-chest/,Grace Rahman,A photo shows a baby who was born with their heart outside their body and they receive money every time the post is shared.,Sharing picture of baby with rare heart condition will not raise money,11/25/2021,The photo is of a baby born in 2017 and there is no evidence any money is raised by sharing the image.,Fullfact
False,https://fullfact.org/online/dominic-raab-peppa-pig-sky-news-boris-johnson/,Tom Norton,"Dominic Raab said he watched Peppa Pig with his parents when he was young, even though it first aired in May 2004, when he was 30.",Dominic Raab didn’t say he watched Peppa Pig with his parents when he was young,11/25/2021,This appears to be a misquote from an interview where Mr Raab said he watched Peppa Pig with his children when they were younger.,Fullfact
False,https://fullfact.org/health/face-masks-covid-holes/,Abbas Panjwani,Face masks are useless at stopping Covid-19 because the gaps in them are larger than a Covid-19 viral particle.,The holes in face masks don’t mean they’re useless,11/24/2021,"Face masks, especially surgical masks, have been shown to reduce Covid-19 infection.",Fullfact
False,https://fullfact.org/online/ikea-social-distancing-labyrinth-joke/,Tom Norton,A man was arrested for putting down fake social distancing arrows in an Ikea to confuse customers.,No-one was arrested for creating a labyrinth in Ikea using fake social distancing signs,11/24/2021,The story is a joke and has been circulating in a similar form since 2018.,Fullfact
True,https://fullfact.org/health/covid-vaccines-heart-disease/,Abbas Panjwani,A study found the risk of a group of patients having a heart attack within five years increased from 11% to 25% after they were given their mRNA Covid-19 vaccine.,Concerns raised about legitimacy of research linking vaccines and heart attacks,11/30/2021,Serious concerns have been raised as to the quality of the research. Its publisher notes it may contain “potential errors”.,Fullfact
False,https://fullfact.org/economy/nadine-dorries-channel-4/,Leo Benedictus,Channel 4 is in receipt of taxpayers’ money.,Misleading for Nadine Dorries to say Channel 4 is ‘in receipt of taxpayers’ money’,11/29/2021,"This is not true in the usual meaning of that phrase. Channel 4 funds itself with commercial operations. Its debt appears on public accounts, but it also pays tax.",Fullfact
Mixture,https://fullfact.org/online/zoflora-infertility/,Grace Rahman,Zoflora causes infertility in young boys and men.,No evidence Zoflora cleaner harms fertility,11/12/2021,There’s no direct evidence this is the case.,Fullfact
False,https://fullfact.org/online/facebook-not-suddenly-sharing-private-posts/,Leo Benedictus,All posts on Facebook are about to be made public.,Facebook is not suddenly sharing private posts,11/12/2021,This is not true. It is an old rumour that has been spread many times before.,Fullfact
Mixture,https://fullfact.org/online/hitachi-smart-dust-gps/,Grace Rahman,"“Smart dust”, invented by Hitachi, has GPS capabilities and can be absorbed after being sprayed onto people, taken in food or drink or even injected.",No evidence GPS ‘smart dust’ is being implanted in humans,11/25/2021,"While Hitachi did unveil a tiny chip in 2006, there is no indication it has GPS capabilities or that it would work after being implanted in the human body.",Fullfact
True,https://fullfact.org/health/SARS-CoV-2-does-exist/,Daniella de Block Golding,"SARS-CoV-2 has never been isolated, purified, sequenced, characterised or proven to exist.",SARS-CoV-2 does exist,11/25/2021,The SARS-CoV-2 virus does exist and has been sequenced over a million times in the UK alone.,Fullfact
Mixture,https://fullfact.org/health/Pfizer-CEO-fraud-claim/,Daniella de Block Golding,Pfizer CEO Dr Albert Bourla was arrested on 5 November and held in custody for deceiving customers on the effectiveness of the Covid-19 vaccine.,Pfizer CEO Albert Bourla has not been arrested for vaccine data fraud,11/11/2021,"There is no evidence to support this. Dr Bourla has been seen on television multiple times since, and a Pfizer spokesperson told Full Fact he has not been arrested.",Fullfact
False,https://fullfact.org/online/electric-car-generator-wheel/,Sarah Turnnidge,An electric car can self-charge as it drives by attaching a generator to the wheel to harness the energy as it spins.,You can’t recharge an electric car by attaching a generator to the wheel,11/11/2021,"This is not true, and breaks two major laws of physics. An electric car battery would deplete whether or not you attach a generator to the wheel.",Fullfact
True,https://fullfact.org/online/smiley-face-oregon-trees-real/,Tom Norton,Larch trees planted in a Douglas fir forest in Oregon create a smiley face among the woodland every autumn.,Photo of smiley face in forest is real,11/11/2021,It’s true. They were deliberately planted by the owners of a lumber forest. The needles of the larch trees planted there turn yellow every autumn and create an image of a smiley face.,Fullfact
Mixture,https://fullfact.org/health/covid-deaths-on-tuesday/,Leo Benedictus,Daily Covid deaths in the UK soared on 9 November 2021.,Be wary of claims Covid-19 deaths “soar” on Tuesdays,11/11/2021,"This is missing key context. The number reported on that day was higher than the day before, but this happens almost every Tuesday, which usually includes the backlog from the weekend. The weekly average number of daily reported Covid-19 deaths actually fell on 9 November 2021.",Fullfact
False,https://fullfact.org/online/Brexit-EU-fishing-fuel-subsidies/,Sarah Turnnidge,UK fishing crews will see the price of fuel for their boats more than quadruple due to the removal of EU subsidies post-Brexit.,Brexit hasn’t quadrupled the cost of fuel for fishing boats,11/10/2021,This has not come to pass. HMRC’s guidance on fuel duty for fishers has remained materially the same pre and post-Brexit.,Fullfact
False,https://fullfact.org/online/italy-death-toll/,Grace Rahman,"The National Health Institute in Italy has recalculated the Covid-19 death toll from 130,468 down to 3,783 directly due to Covid-19, or 2.9% of the total.","Italy hasn’t changed its Covid-19 death toll from 130,000 to under 4,000",11/10/2021,"Incorrect. Research from the Italian health authorities looking at a sample of around 8,000 people who’d died in hospital with Covid-19 found 2.9% didn’t have any previous underlying conditions, not that they didn’t die of Covid-19.",Fullfact
False,https://fullfact.org/online/fentanyl-car-tape-fatal/,Sarah Turnnidge,People are putting tape laced with fentanyl on car petrol caps. If you take the tape off with your bare hands it will kill you.,No evidence people are trying to kill with fentanyl-laced tape on cars,11/9/2021,"Full Fact could find no evidence that this is happening. Even if it was, briefly touching a piece of tape laced with fentanyl would not kill you.",Fullfact
Mixture,https://fullfact.org/health/sleep-heart-disease/,Sarah Turnnidge,"Going to bed between 10pm and 11pm every night cuts your risk of getting heart disease by up to 25%, according to a new study",Study linking sleep time and heart disease risk shows correlation not causation,11/9/2021,"The study did find there was a correlation between going to bed at that time and a lower risk of heart disease. But it didn’t prove that one caused the other, as suggested.",Fullfact
False,https://fullfact.org/environment/cop26-private-jets-scotland-carbon-emissions-year/,Sarah Turnnidge,The emissions from private jets flying delegates to Glasgow for COP26 are equivalent to Scotland’s entire annual CO2 emissions.,"Emissions from COP26 private jets are far, far lower than Scotland’s annual CO2 output",11/8/2021,"This is false. A headline in the Sunday Mail claimed that the emissions from 400 private jets is equivalent to the annual carbon footprint of Scottish people. The article clarifies that this refers to 1,600 Scots, not the entire country, however this has been taken out of context in a number of cases.",Fullfact
False,https://fullfact.org/health/covid-vaccine-organ-donation-children/,Sarah Turnnidge,A sign at a vaccine clinic urges parents to donate their children’s organs.,Parents aren’t being urged to donate their children’s organs at vaccine appointments,11/8/2021,"This is not true, and the picture being shared has been manipulated to change the text on the sign, which originally read “Covid vaccines here” in Spanish.",Fullfact
Mixture,https://fullfact.org/health/covid-lockdown-poll-independent/,Sarah Turnnidge,A majority of people want a new Covid-19 lockdown.,Poll didn’t indicate the majority want a new Covid-19 lockdown,11/8/2021,This is unsupported by the poll it was based on. 39% of respondents to the Independent poll were in favour of new lockdown measures. We don’t know how representative of Independent readers or the wider public those polled are.,Fullfact
False,https://fullfact.org/health/amanda-pritchard-nhs-hospitalisations/,Grace Rahman,We have had fourteen times the number of people in hospital with Covid than we saw this time last year.,"Covid-19 hospitalisations are below last year, not 14 times higher as NHS CEO claimed",11/8/2021,"False. The number of people with Covid in hospital in November 2020 was above, not below, the level in November 2021.",Fullfact
Mixture,https://fullfact.org/online/parliament-food-subsidised/,Grace Rahman,Taxpayers contribute about £4 million to subsidise food at the Houses of Parliament.,Parliament’s food outlets ran at a loss of £9 million in 2020/21,11/25/2021,"Catering services at the Houses of Parliament run at a loss so they are effectively subsidised. When the claim was first made in 2019, the latest data for 2017/18 for this cost was about £3.1 million. In 2020/21, the cost was £9.1 million, mainly due to reduced sales because of Covid-19 lockdowns.",Fullfact
False,https://fullfact.org/online/picture-airport-cop26/,Grace Rahman,A picture shows private jets in a Scottish airport for COP26.,Picture of parked up private jets isn’t from COP26,11/5/2021,The picture first appeared online in 2013 and seems to have been taken of jets parked in a New Orleans airport when the Super Bowl was held there.,Fullfact
False,https://fullfact.org/health/november-2021-covid-escalating/,Abbas Panjwani,"As of 2 November, case numbers are spiking.",Why are media outlets reporting the Covid epidemic is escalating?,11/5/2021,"At this point, new infections in the UK were falling. The total number of people with Covid-19, as opposed to newly diagnosed people, may have still been increasing.",Fullfact
False,https://fullfact.org/health/health-guardian-podcast-vaccinated-deaths/,Daniella de Block Golding,The “vast majority” of those dying from Covid-19 in the UK now are unvaccinated.,Guardian wrong to suggest unvaccinated deaths are the majority currently,11/5/2021,"The most recent report from the UKHSA, including data from England, shows that there are currently more deaths in vaccinated, rather than unvaccinated, people. This is due to the high proportion of the population who are now vaccinated.",Fullfact
False,https://fullfact.org/online/day-of-the-dead-drone-Mexico-Japan-fake/,Tom Norton,A photo shows an aerial drone display in Mexico City depicting a skull wearing a sombrero as part of celebrations for Día de los Muertos or Day of the Dead.,Day of the Dead drone display of skull wearing sombrero didn’t happen,11/25/2021,"This didn’t happen. There’s no other evidence the event took place. The drone display is almost certainly a digital effect. The city in the photo isn’t Mexico City either—it was taken near Mount Fuji, Japan.",Fullfact
True,https://fullfact.org/health/joe-rogan-over-70-percent/,Daniella de Block Golding,Over 70% of Covid-19 deaths are now in vaccinated people in the UK.,Joe Rogan podcast uses Covid-19 death data out of context,11/25/2021,"This is correct for deaths in England, and comes from UKHSA data in its week 38 vaccine surveillance report. However, the UKHSA explains that this is expected because a larger proportion of the population are vaccinated than unvaccinated, particularly among vulnerable groups",Fullfact
False,https://fullfact.org/news/paterson-leadsom-amendment-vote/,Abbas Panjwani,The vote on whether to accept the Committee on Standards’ report into Owen Paterson and its recommendation to suspend him from Parliament was a free vote.,BBC presenter corrects false claim about Owen Paterson vote,11/25/2021,False. It was a three-line whip.,Fullfact
False,https://fullfact.org/health/covid-death-figures-november-2021/,Abbas Panjwani,On 2 November it was reported that 293 Covid-19 fatalities were recorded in just 24 hours.,293 ‘daily’ Covid deaths likely cover more than one day after technical issue,11/25/2021,"293 Covid-19 deaths were reported on 2 November, but the government says that due to a technical fault affecting death recording, and more general delays in reporting deaths over the weekend, this data likely covers more than one day.",Fullfact
False,https://fullfact.org/online/HIV-needle-spiking/,Sarah Turnnidge,Reported victims of needle spiking have tested positive for HIV.,Spiking: Very rare to contract HIV through used needle,11/5/2021,"It is extremely rare for HIV to be contracted via an unsterilised needle. In the UK it is recommended that people wait six weeks after possible exposure to test for HIV. A test a few days after exposure would not accurately determine whether someone has been infected and would need to be repeated several weeks later. For many of the recent reports, this time span has not elapsed.",Fullfact
False,https://fullfact.org/online/neil-oliver-vaccines-effect/,Tom Norton,Covid-19 vaccines offer no protection against transmission of or infection from the virus.,Covid-19 vaccines do offer some protection against transmission and infection,11/25/2021,"While they don’t reduce the risk completely, multiple studies have shown vaccines do have a meaningful impact on your chances of catching or passing on the virus once you’ve been vaccinated. Early evidence suggests a booster vaccine will strengthen this effect even more.",Fullfact
Mixture,https://fullfact.org/economy/largest-spending-increase-2021/,Abbas Panjwani,"Today's budget increases total departmental spending over this Parliament by £150 billion. That’s the largest increase this century, with spending growing by 3.8% a year in real terms.",Was the Chancellor right on the Budget increasing departmental spending by the most this century?,11/25/2021,"Departmental budgets (which cover about half of all public spending) are forecast to increase by more over this parliament, in real terms, than any other parliament this century. But they increased more on average each year during the 2001-2005 parliament.",Fullfact
False,https://fullfact.org/health/funeral-director-interview/,Daniella de Block Golding,A facemask is not going to save you from a virus and they can cause pneumonia.,"False claims from funeral director about facemasks, vaccines and the pandemic",10/28/2021,"The guidance has changed throughout the pandemic, however current thinking is that face masks can play a useful role in preventing the spread of Covid-19. There is no evidence to suggest that they cause pneumonia.",Fullfact
Mixture,https://fullfact.org/economy/eu-mineral-water-imports/,Abbas Panjwani,The UK will cease to recognise and allow the import of mineral water from the EU and EEA from January 2022.,This is missing context. Manufacturers of EU mineral water can continue to export it to Britain as long as they renew their accreditation by 7 January 2022.,10/28/2021,This is missing context. Manufacturers of EU mineral water can continue to export it to Britain as long as they renew their accreditation by 7 January 2022.,Fullfact
False,https://fullfact.org/environment/murky-claims-about-sewage-bill-fact-checked/,Abbas Panjwani,The government voted to allow water companies to pump sewage into rivers.,Murky claims about sewage bill fact checked,10/28/2021,"The amendment rejected by the government would have also allowed the pumping of sewage into rivers, but required it to be progressively reduced.",Fullfact
False,https://fullfact.org/online/parasite-in-vaccines/,Grace Rahman,Polypodium hydriforme parasites are in the Covid-19 vaccine.,There are no parasites in the Covid-19 vaccines,10/28/2021,The Covid-19 vaccines do not contain parasites.,Fullfact
True,https://fullfact.org/europe/is-the-uk-really-the-eus-treasure-island/,Abbas Panjwani,The UK delivers 69% of the EU’s world trade surplus.,Is the UK really the EU’s ‘Treasure Island’?,10/28/2021,This is correct for trade in goods but does not include trade in services. It’s also a figure which could be misleading unless you understand exactly how it’s calculated.,Fullfact
False,https://fullfact.org/online/william-shatner-space-jeff-bezos-star-trek-blue-origin-fake/,Tom Norton,A photo of William Shatner in uniform for the Blue Origin space mission was clearly photoshopped using an image of Jeff Bezos in the same uniform. This is proof the mission didn’t happen.,Fake photo of William Shatner does not prove he didn’t go into space,10/28/2021,"This one photo does not prove anything. The image is faked, but that doesn’t mean the space mission was. There is extensive footage of Shatner before the launch, in space and after landing.",Fullfact
False,https://fullfact.org/economy/sunak-marr-national-insurance-income/,Grace Rahman,"Rishi Sunak said someone on an income of £24,000 pays income tax of £180.",Viral tweet on Rishi Sunak’s tax claims got it wrong,10/28/2021,"Rishi Sunak was referring to the increase in national insurance someone on £24,000 would have to pay when he mentioned £180, not their total income tax bill.",Fullfact
False,https://fullfact.org/online/reversing-HGV-test-DVSA-false/,Tom Norton,"A photo of a lorry which fell into Bristol harbour, backside first, demonstrates why the government should not have taken reversing out of the HGV driving test.",Photo of lorry stuck in Bristol harbour used to spread misinformation about HGV tests,10/28/2021,"The government hasn’t taken reversing out of the test. It was recently announced that a third party will carry out parts of the test, including reversing, for certain types of vehicles, instead of the DVSA. The photo of the lorry is from a genuine incident in Bristol.",Fullfact
False,https://fullfact.org/education/observer-air-monitor-twitter-poll/,Abbas Panjwani,Only 8% of schools have received air monitors that were promised by the government.,Observer Twitter poll data on air monitors is meaningless,10/25/2021,"This data comes from a Twitter poll which means it is meaningless, as we can’t be sure who answered it or whether they were representative of schools.",Fullfact
False,https://fullfact.org/online/irish-lighthouse-story/,Leo Benedictus,A British navy captain tried to order an Irish lighthouse to move out of the way.,Don’t believe the funny story about the navy and the lighthouse,10/28/2021,This is not true. It is a version of a famous old myth.,Fullfact
False,https://fullfact.org/online/sweden-not-cashless/,Leo Benedictus,Sweden is abolishing cash.,Sweden is not abolishing cash,10/28/2021,"This is not true. Cashless transactions are common in Sweden, but the government told us it has no plans to stop issuing notes and coins.",Fullfact
False,https://fullfact.org/health/government-statement-covid-test-lab-immensa/,Sarah Turnnidge,"The Immensa lab, which may have given more than 43,000 inaccurate PCR test results, was fully accredited before being appointed by the government.",Government hasn’t explained differing statements on lab accused of inaccurate Covid-19 results,10/25/2021,"This was originally stated by a government spokesperson, however it later emerged that it was untrue. The government told Full Fact that the lab was in the “early stages” of accreditation, but did not explain the discrepancy between the two statements.",Fullfact
Mixture,https://fullfact.org/health/Covid-can-be-fatal-underlying-cause-of-death/,Daniella de Block Golding,Covid-19 is not killing people.,Covid-19 can be fatal and tests for it aren’t rigged,10/22/2021,"ONS figures show that since March 2020, over 128,000 people in England and Wales have died with Covid-19 listed as the underlying cause of death on the death certificate.",Fullfact
False,https://fullfact.org/environment/lancashire-diesel-electric-car-charging-point/,Abbas Panjwani,An image shows a new self-contained diesel-powered electric vehicle charging point in Lancashire.,Photo of diesel-powered electric vehicle charging point is at least two years old,10/21/2021,Photo of diesel-powered electric vehicle charging point is at least two years old,Fullfact
False,https://fullfact.org/online/delta-airlines-pilot-died-mid-flight-false/,Tom Norton,"A vaccinated pilot died mid-flight, causing an emergency landing.",Vaccinated pilot did not die mid-flight,10/16/2021,This appears to be based on a widely debunked claim that a pilot working for Delta Airlines died during a flight. There is no evidence this happened.,Fullfact
False,https://fullfact.org/online/track-and-trace-project-cost/,Grace Rahman,The Track and Trace app cost £37 billion.,NHS Covid-19 app is not the third most expensive project ever,10/13/2021,The NHS Covid-19 app cost around £76 million in the first year. £37 billion is the total budget for NHS Test and Trace in its first two years.,Fullfact
False,https://fullfact.org/online/palestinian-girl-lecturer/,Abbas Panjwani,A photo shows a Palestinian girl after her house was demolished in 2003.,Facebook post claiming to show Palestinian girl who grew up to be a lecturer not what it seems,10/10/2021,"This photo was taken in Gaza and shows a young girl, but was taken in 2014, not 2003.",Fullfact
Mixture,https://fullfact.org/online/clementine-winston-churchill-street-sweeper-quote/,Sarah Turnnidge,"Clementine Churchill told her husband Winston Churchill that she could have made a former love interest, a street sweeper, prime minister.",Churchill street sweeper quote has been attributed to many politicians,10/21/2021,"This anecdote has appeared in many different forms across the internet, with attribution to a number of famous political couples. There is no evidence that this conversation between the Churchills ever actually took place.",Fullfact
False,https://fullfact.org/online/donated-lego-replay-uk-false/,Tom Norton,"You can send your old or unwanted LEGO bricks to LEGO’s Replay scheme, which donates the toys to charities that work with children.",Official LEGO donation service not yet available in UK,10/21/2021,The scheme is not yet available in the UK. There are other UK-based charitable organisations that will accept second hand LEGO.,Fullfact
False,https://fullfact.org/immigration/vlora-refugee-ship-world-war-two/,Sarah Turnnidge,A photo shows thousands of Europeans fleeing to North Africa during the Second World War.,Picture of refugees on ship isn’t from WWII,10/21/2021,"This is not true. The picture was actually taken in 1991, and shows Albanian people boarding a ship bound for Italy after the collapse of the Communist regime.",Fullfact
False,https://fullfact.org/online/not-a-real-hummingbird/,Leo Benedictus,This photograph shows the smallest bird in the world.,A photo of a tiny bird actually shows a tiny sculpture,10/21/2021,"Incorrect. This is a photograph of a miniature artwork, not a real bird. It is a sculpture of a robin.",Fullfact
False,https://fullfact.org/online/fireworks-london/,Grace Rahman,The Mayor of London has cancelled New Year’s Eve celebrations and will not allow fireworks but will allow fireworks for Diwali.,Fireworks are not banned in London on New Year’s Eve,10/21/2021,"The Mayor’s New Year’s Eve fireworks on the banks of the Thames are not happening because of the pandemic, but fireworks in general are allowed up until 1am on New Year’s Eve, as they always are. This is also the case for Diwali.",Fullfact
False,https://fullfact.org/online/canada-social-credit-china-false/,Tom Norton,The Canadian government is introducing a social credit scheme.,Canada is not implementing a social credit scheme,10/21/2021,This is not happening. It is a misinterpretation of advice given to Canadian businesses that operate in China where a social credit scheme exists.,Fullfact
True,https://fullfact.org/economy/scotland-finances-2001/,Abbas Panjwani,"Since 2001, Scotland has sent £900 billion in tax to Westminster.",England hasn’t ‘kept’ £450 billion of Scottish taxes since 2001,10/20/2021,Correct.,Fullfact
False,https://fullfact.org/health/covid-vaccine-rap-battle/,Sarah Turnnidge,Vaccine rap battle full of misinformation,Coronavirus is as deadly as the flu.,10/20/2021,"Without vaccination, evidence shows that Covid-19 has a higher fatality rate than the flu. Restrictions such as lockdowns, which are not implemented for the flu, also suppressed the number of deaths.",Fullfact
False,https://fullfact.org/environment/bill-gates-boris-johnson-green-investment-funding/,Sarah Turnnidge,Bill Gates and the UK government are contributing £400 million each to a new fund designed to boost green investment.,Bill Gates’ £400m claim about green investment was wrong,10/20/2021,"This is not correct. The new fund is worth £400 million in total, with each party contributing £200 million.",Fullfact
False,https://fullfact.org/health/covid-cases-uk/,Grace Rahman,"The UK provided 20% of the new cases of coronavirus in the world on Sunday, 17 October 2021.",Viral tweet overstates UK’s lead in Covid-19 cases,10/19/2021,"It’s more like 15% of reported cases, and that may be influenced by different reporting times between countries and delays caused by the weekend. The seven day average is a better measure to compare and on 18 October this showed the UK had 10% of new cases.",Fullfact
False,https://fullfact.org/online/nadine-dorries-fake-tweet/,Sam Ashworth-Hayes,"Nadine Dorries said people should stop moaning about the demand for food banks, and families would need to “live within their means” because “food doesn’t grow on trees”.",Nadine Dorries didn’t say ‘food doesn’t grow on trees’,4/11/2022,"This is a fake tweet.

",Fullfact
Mixture,https://fullfact.org/health/vaccination-miscarriage-CDC-study-inaccurate/,Tom Norton,"A study on the effects of Covid vaccines during pregnancy shows 82% of respondents miscarried, contrary to what its authors claimed.",Study did not show 82% of pregnancies end in miscarriage after Covid vaccination,8/3/2021,"This claim is misleading and based on an incorrect calculation. The study it is based on found the rates of miscarriage were no different to those before Covid-19, although it concedes that further research is needed.",Fullfact
False,https://fullfact.org/health/dr-hilary-lorraine-kelly-90-percent/,Leo Benedictus,90% of people in hospital with Covid-19 are unvaccinated.,Lorraine Kelly and her guests were wrong about Covid-19 patients,12/8/2021,This is not correct. The true figure is more like 36%. However there are signs that unvaccinated people are the majority in intensive care.,Fullfact
Mixture,https://fullfact.org/health/sleep-heart-disease/,Abbas Panjwani,"Going to bed between 10pm and 11pm every night cuts your risk of getting heart disease by up to 25%, according to a new study",Study linking sleep time and heart disease risk shows correlation not causation,11/9/2021,"The study did find there was a correlation between going to bed at that time and a lower risk of heart disease. But it didn’t prove that one caused the other, as suggested.",Fullfact
False,https://fullfact.org/health/37-billion-serco-social-care/,Leo Benedictus,Serco received £37 billion of government money in contracts for NHS Test and Trace.,The government did not give £37 billion to Serco,9/14/2021,"Incorrect. The total value of contracts signed with Serco under the Test and Trace programme by the end of March 2021 was about £623 million. £37 billion was the total budget for the whole programme, not all of which was spent.",Fullfact
False,https://fullfact.org/online/anthony-fauci-not-arrested/?utm_source=content_page&utm_medium=related_content,Leo Benedictus,Dr Fauci has been arrested by US Special Forces.,Dr Anthony Fauci has not been arrested by Special Forces,4/14/2021,This is not true. It appears to be a complete fabrication.,Fullfact
Mixture,https://fullfact.org/health/how-much-does-uk-recover-health-costs-eu/,Robin Wilkinson,"The UK paid out £674 million in health costs to European countries, but received only £49 million in return. Addressing this could “transform the financial situation of the NHS”.",How much does the UK recover in health costs from the EU?,9/6/2018,"The figures are broadly correct for 2015, although addressing this situation would in itself only have a marginal impact on the financial situation of the NHS.",Fullfact
False,http://fullfact.org/law/to-kerr-is-human/,Tom Phillips,"Lord Kerr, who sits on the UK Supreme Court, wrote Article 50 of the Treaty on European Union.
",The Lord Kerr who wrote Article 50 isn’t the Lord Kerr who sits on the Supreme Court,9/25/2019,"Wrong. There are two Lord Kerrs. John Kerr, who was one of the authors of Article 50, does not sit on the Supreme Court. That’s Brian Kerr.
",fullfact
False,http://fullfact.org/law/zero-hour-contract-legislation/,Abbas Panjwani,"
 
New laws on workplace rights have come into effect.
",Government proposes new zero hour contract legislation,12/17/2018,"
 
Incorrect. The government has made a statement to parliament saying they intend to introduce new laws to change workers’ rights. But these new rights haven’t been passed as law and so aren’t in effect.
",fullfact
True,http://fullfact.org/law/legal-age-limits/,Joël Reland,"At 16 we’re free from parental control, we can leave home, we can start a family, we can get married, we can start work, we can pay taxes, we can join the forces.
",How sweet is sixteen? Legal age limits in England and Wales,2/1/2018,"Correct, although in some cases parental consent is still required for under-18s.
",fullfact
False,http://fullfact.org/online/brexit-not-concealing-offshore-accounts/,Joël Reland,"In January 2020 a new EU law means anyone who has an offshore bank account will have to “come clean so we can see how much they are hiding”.
",Claim Brexit is about concealing offshore accounts is baseless,9/30/2019,"Incorrect. There is no such EU law coming into place.
",fullfact
False,http://fullfact.org/online/coronavirus-vaccine-patents-bill-melinda-gates/,Joseph O’Leary,"
 
European patent 3172319B1 is a vaccine for the new coronavirus.
",These patents are not for the new coronavirus or its vaccine,5/19/2020,"
 
It is not. The patent relates to a vaccine for a virus which infects birds, which is another type of coronavirus.
",fullfact
False,http://fullfact.org/online/coronavirus-vaccine-patents-bill-melinda-gates/,Joseph O’Leary,"
 
European patent 3172319B1 is owned by the Bill and Melinda Gates Foundation.
",These patents are not for the new coronavirus or its vaccine,5/19/2020,"
 
It is not. The patent is owned by the UK-based Pirbright Institute, which receives some of its funding from the Bill and Melinda Gates Foundation.
",fullfact
False,http://fullfact.org/online/fake-osama-bin-laden-photos/,Grace Rahman,"Pictures show Condoleezza Rice, Hilary Clinton and Barack Obama pictured with Osama Bin Laden.
",Osama Bin Laden pictures with US politicians are fake,5/19/2020,"All three pictures are fake.
",fullfact
False,http://fullfact.org/economy/government-hasnt-provided-evidence-its-claim-15000-arrive-day-uk/,Joseph O’Leary,"15,000 passengers are arriving into the UK daily at the moment.
","The government hasn’t provided evidence for its claim that 15,000 arrive per day into the UK",5/1/2020,"The government hasn’t yet provided any evidence to back this up, and the Home Office has said it does not recognise the figure and that in their view it is wrong.
",fullfact
True,http://fullfact.org/economy/lisa-nandy-bus-fares-increase/,Full Fact Team,"Bus fares have gone up by 60% since 2010.
",Bus fares have risen faster than wages since 2010,3/2/2020,"Correct, looking at one measure which includes coach fares too. However, this increase doesn’t factor in the rise in wages over the same period.
",fullfact
True,http://fullfact.org/economy/universal-credit-women/,Joël Reland,"91% of lone parents are women.
",Do new Universal Credit requirements affect women more?,10/2/2018,"Correct, 90% of single parents with dependent children were women in 2017 in the UK.
",fullfact
True,http://fullfact.org/economy/earnings-februrary-2020/,Abbas Panjwani,"Average pay has finally surpassed its pre-crisis peak.
",Whether wages have passed their pre-crisis level depends on whether you include bonuses,2/19/2020,"True, for average weekly earnings in GB, if you don’t count bonuses. Average weekly total earnings including bonuses is still below the pre-crisis peak.
",fullfact
False,http://fullfact.org/europe/us-trade-deal-wages/,Abbas Panjwani,"Tens of thousands of workers will share in a £1.8 billion pay rise under a US trade deal.
",The government’s “£1.8 billion pay rise” from a US trade deal doesn’t outweigh the impacts of Brexit on wages,3/13/2020,"Government analysis shows wages could be 0.2% (£1.8 billion) higher after 15 years under a scenario where we sign a free trade deal with the USA compared to a baseline scenario where we don’t. But this baseline assumes wages will be 6.4% lower than they would have been, had we remained in the EU.
",fullfact
True,http://fullfact.org/europe/kay-burley-diane-abbott-free-movement-EU/,"Leo Benedictus, Abbas Panjwani","
 
Once the UK leaves the single market, freedom of movement no longer applies.
",You can have freedom of movement outside the EU if you’re in the single market,2/21/2020,"
 
Correct. Freedom of movement is one of the rules of the single market.
",fullfact
True,http://fullfact.org/europe/kay-burley-diane-abbott-free-movement-EU/,Leo Benedictus,"
 
Once the UK leaves the single market, freedom of movement no longer applies.
",You can have freedom of movement outside the EU if you’re in the single market,2/21/2020,"
 
Correct. Freedom of movement is one of the rules of the single market.
",fullfact
False,http://fullfact.org/europe/one-billion-a-month/,Tom Phillips,"A three month extension to Brexit will cost £1 billion a month.
",Boris Johnson repeats his false claim that extending Brexit costs £1 billion a month,10/29/2019,"No it won’t. The UK would still pay that amount if it left in October under Boris Johnson’s deal.
",fullfact
False,http://fullfact.org/europe/1-billion-brexit-extension/,Tom Phillips,"An extension to the date of Brexit would cost £1 billion a month.
",It’s not true to say a Brexit extension would cost £1 billion,10/1/2019,"Wrong. An extension of a few months would cost no more than leaving with a deal in October 2019, which is still the government’s publicly stated policy.
",fullfact
False,http://fullfact.org/europe/brexit-cost-new-deal/,Abbas Panjwani,"Under Boris Johnson’s planned withdrawal agreement GDP per capita would fall by up to 7% in 10 years.
",Think tank did not say GDP per capita will fall by 7% under Boris Johnson’s deal,10/21/2019,"Incorrect. This misreports an estimate by think tank UK in a Changing Europe. It estimated that, in one scenario, GDP per capita would be 7% lower after 10 years, compared to if the UK remained in the EU—not 7% lower than it is now.
",fullfact
